2025-05-24 16:11:27,137 - Packets received in last second: 0
2025-05-24 16:11:28,225 - Batch processed 100 packets. CPU: 0.0%, RAM: 88.4%
Received Packet 00000001 | Source IP: 136.70.231.240 | Destination IP: 172.16.0.10 | Source Port: 22641 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 74 | Volume: 418 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00001196 | Source IP: 105.116.194.219 | Destination IP: 10.0.0.50 | Source Port: 64364 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 49 | Volume: 723 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00001296 | Source IP: 84.245.213.156 | Destination IP: 192.168.1.200 | Source Port: 24276 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 54 | Volume: 431 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00001396 | Source IP: 203.178.236.68 | Destination IP: 192.168.1.200 | Source Port: 63029 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 116 | Volume: 1056 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00001496 | Source IP: 56.28.186.218 | Destination IP: 10.0.0.50 | Source Port: 10619 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 88 | Volume: 562 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00001596 | Source IP: 235.37.159.181 | Destination IP: 192.168.1.200 | Source Port: 62490 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 115 | Volume: 109 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00001696 | Source IP: 95.239.145.188 | Destination IP: 10.0.0.50 | Source Port: 56052 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 136 | Volume: 121 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00001796 | Source IP: 214.76.182.170 | Destination IP: 192.168.1.200 | Source Port: 57982 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 117 | Volume: 526 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00001896 | Source IP: 216.244.3.97 | Destination IP: 192.168.1.200 | Source Port: 56243 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 187 | Volume: 548 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00001996 | Source IP: 134.213.187.58 | Destination IP: 192.168.1.200 | Source Port: 43071 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 185 | Volume: 856 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00002096 | Source IP: 79.32.174.24 | Destination IP: 10.0.0.50 | Source Port: 54872 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 174 | Volume: 458 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00002196 | Source IP: 232.125.190.53 | Destination IP: 10.0.0.50 | Source Port: 10822 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 162 | Volume: 1338 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00002296 | Source IP: 79.112.53.117 | Destination IP: 172.16.0.10 | Source Port: 27303 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 135 | Volume: 1004 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00002396 | Source IP: 26.69.101.18 | Destination IP: 10.0.0.50 | Source Port: 31259 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 169 | Volume: 560 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00002496 | Source IP: 164.124.174.178 | Destination IP: 172.16.0.10 | Source Port: 17525 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 80 | Volume: 673 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00002596 | Source IP: 15.236.198.240 | Destination IP: 192.168.1.200 | Source Port: 40823 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 234 | Volume: 1104 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00002696 | Source IP: 49.16.6.29 | Destination IP: 10.0.0.50 | Source Port: 43524 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 72 | Volume: 1336 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00002796 | Source IP: 125.118.57.142 | Destination IP: 172.16.0.10 | Source Port: 9152 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 84 | Volume: 1280 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00002896 | Source IP: 60.53.156.162 | Destination IP: 172.16.0.10 | Source Port: 14943 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 71 | Volume: 766 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00002996 | Source IP: 77.118.140.220 | Destination IP: 172.16.0.10 | Source Port: 3468 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 148 | Volume: 692 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00003096 | Source IP: 143.225.206.200 | Destination IP: 172.16.0.10 | Source Port: 47213 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 120 | Volume: 1057 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00003196 | Source IP: 5.237.173.88 | Destination IP: 172.16.0.10 | Source Port: 36864 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 237 | Volume: 1213 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00003296 | Source IP: 63.244.167.120 | Destination IP: 172.16.0.10 | Source Port: 36138 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 122 | Volume: 450 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00003396 | Source IP: 41.182.80.22 | Destination IP: 192.168.1.200 | Source Port: 22528 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 103 | Volume: 1452 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00003496 | Source IP: 192.175.107.137 | Destination IP: 172.16.0.10 | Source Port: 43076 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 205 | Volume: 1255 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00003596 | Source IP: 42.215.215.204 | Destination IP: 172.16.0.10 | Source Port: 54726 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 145 | Volume: 1345 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00003696 | Source IP: 75.223.233.43 | Destination IP: 10.0.0.50 | Source Port: 15789 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 212 | Volume: 443 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00003796 | Source IP: 168.9.249.125 | Destination IP: 192.168.1.200 | Source Port: 35449 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 248 | Volume: 450 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00003896 | Source IP: 124.232.183.242 | Destination IP: 172.16.0.10 | Source Port: 50344 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 198 | Volume: 270 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00003996 | Source IP: 179.1.84.100 | Destination IP: 10.0.0.50 | Source Port: 16746 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 165 | Volume: 759 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00004096 | Source IP: 111.131.122.106 | Destination IP: 172.16.0.10 | Source Port: 64031 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 211 | Volume: 1141 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00004196 | Source IP: 133.75.71.139 | Destination IP: 192.168.1.200 | Source Port: 49890 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 216 | Volume: 1305 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00004296 | Source IP: 93.255.253.248 | Destination IP: 10.0.0.50 | Source Port: 43081 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 164 | Volume: 1476 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00004396 | Source IP: 208.74.168.220 | Destination IP: 192.168.1.200 | Source Port: 2107 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 32 | Volume: 104 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00004496 | Source IP: 39.206.46.233 | Destination IP: 172.16.0.10 | Source Port: 2227 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 228 | Volume: 752 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00004596 | Source IP: 165.246.110.221 | Destination IP: 10.0.0.50 | Source Port: 20222 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 217 | Volume: 289 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00004696 | Source IP: 93.63.112.218 | Destination IP: 172.16.0.10 | Source Port: 11177 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 150 | Volume: 817 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00004796 | Source IP: 102.70.115.75 | Destination IP: 10.0.0.50 | Source Port: 18634 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 32 | Volume: 1477 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00004896 | Source IP: 8.86.12.156 | Destination IP: 10.0.0.50 | Source Port: 62503 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 178 | Volume: 281 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00004996 | Source IP: 218.42.166.58 | Destination IP: 172.16.0.10 | Source Port: 35992 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 91 | Volume: 853 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00005096 | Source IP: 207.27.29.118 | Destination IP: 192.168.1.200 | Source Port: 47701 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 110 | Volume: 1391 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00005196 | Source IP: 223.111.140.138 | Destination IP: 192.168.1.200 | Source Port: 25461 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 113 | Volume: 1151 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00005296 | Source IP: 248.219.166.74 | Destination IP: 10.0.0.50 | Source Port: 9514 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 179 | Volume: 1160 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00005396 | Source IP: 116.190.168.64 | Destination IP: 10.0.0.50 | Source Port: 14248 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 225 | Volume: 1087 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00005496 | Source IP: 202.235.170.54 | Destination IP: 192.168.1.200 | Source Port: 29299 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 72 | Volume: 1100 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00005596 | Source IP: 122.31.8.223 | Destination IP: 10.0.0.50 | Source Port: 44513 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 249 | Volume: 387 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00005696 | Source IP: 95.47.9.182 | Destination IP: 10.0.0.50 | Source Port: 9259 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 149 | Volume: 253 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00005796 | Source IP: 235.207.210.168 | Destination IP: 172.16.0.10 | Source Port: 22854 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 220 | Volume: 921 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00005896 | Source IP: 27.149.172.236 | Destination IP: 192.168.1.200 | Source Port: 1382 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 180 | Volume: 1383 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00005996 | Source IP: 248.32.132.205 | Destination IP: 10.0.0.50 | Source Port: 56843 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 38 | Volume: 618 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00006096 | Source IP: 243.228.204.110 | Destination IP: 192.168.1.200 | Source Port: 14469 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 188 | Volume: 315 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00006196 | Source IP: 34.199.129.92 | Destination IP: 172.16.0.10 | Source Port: 4366 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 222 | Volume: 220 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00006296 | Source IP: 178.131.7.139 | Destination IP: 192.168.1.200 | Source Port: 37232 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 136 | Volume: 451 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00006396 | Source IP: 84.227.101.47 | Destination IP: 172.16.0.10 | Source Port: 16383 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 162 | Volume: 1041 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00006496 | Source IP: 122.0.163.63 | Destination IP: 10.0.0.50 | Source Port: 21882 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 33 | Volume: 1006 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00006596 | Source IP: 182.204.73.4 | Destination IP: 192.168.1.200 | Source Port: 12666 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 212 | Volume: 191 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00006696 | Source IP: 73.144.205.134 | Destination IP: 192.168.1.200 | Source Port: 24856 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 181 | Volume: 1079 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00006796 | Source IP: 102.79.20.167 | Destination IP: 172.16.0.10 | Source Port: 50592 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 166 | Volume: 171 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00006896 | Source IP: 188.199.214.14 | Destination IP: 192.168.1.200 | Source Port: 64601 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 109 | Volume: 293 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00006996 | Source IP: 205.75.56.151 | Destination IP: 10.0.0.50 | Source Port: 6439 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 141 | Volume: 662 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00007096 | Source IP: 136.81.140.6 | Destination IP: 172.16.0.10 | Source Port: 14057 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 160 | Volume: 1145 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00007196 | Source IP: 115.70.100.248 | Destination IP: 172.16.0.10 | Source Port: 20467 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 70 | Volume: 1482 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00007296 | Source IP: 21.87.63.185 | Destination IP: 192.168.1.200 | Source Port: 30998 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 243 | Volume: 151 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00007396 | Source IP: 93.205.87.203 | Destination IP: 172.16.0.10 | Source Port: 53595 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 206 | Volume: 887 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00007496 | Source IP: 17.231.24.213 | Destination IP: 172.16.0.10 | Source Port: 51190 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 34 | Volume: 90 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00007596 | Source IP: 226.121.89.18 | Destination IP: 172.16.0.10 | Source Port: 9581 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 93 | Volume: 1340 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00007696 | Source IP: 147.152.209.175 | Destination IP: 192.168.1.200 | Source Port: 47911 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 39 | Volume: 301 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00007796 | Source IP: 235.91.241.22 | Destination IP: 192.168.1.200 | Source Port: 49347 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 216 | Volume: 1286 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00007896 | Source IP: 71.105.202.46 | Destination IP: 10.0.0.50 | Source Port: 59411 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 158 | Volume: 175 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00007996 | Source IP: 206.178.181.95 | Destination IP: 10.0.0.50 | Source Port: 25642 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 61 | Volume: 576 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00008096 | Source IP: 102.233.102.65 | Destination IP: 192.168.1.200 | Source Port: 6857 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 55 | Volume: 605 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00008196 | Source IP: 52.99.169.38 | Destination IP: 192.168.1.200 | Source Port: 39833 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 205 | Volume: 593 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00008296 | Source IP: 105.47.46.234 | Destination IP: 172.16.0.10 | Source Port: 10201 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 140 | Volume: 304 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00008396 | Source IP: 31.145.178.242 | Destination IP: 192.168.1.200 | Source Port: 54699 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 150 | Volume: 704 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00008496 | Source IP: 75.47.171.69 | Destination IP: 10.0.0.50 | Source Port: 62095 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 165 | Volume: 272 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00008596 | Source IP: 23.55.8.26 | Destination IP: 172.16.0.10 | Source Port: 49855 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 62 | Volume: 754 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00008696 | Source IP: 192.192.87.254 | Destination IP: 10.0.0.50 | Source Port: 46831 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 172 | Volume: 1423 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00008796 | Source IP: 242.71.0.81 | Destination IP: 172.16.0.10 | Source Port: 29079 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 181 | Volume: 1276 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00008896 | Source IP: 184.97.200.227 | Destination IP: 172.16.0.10 | Source Port: 21040 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 109 | Volume: 1197 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00008996 | Source IP: 40.246.56.27 | Destination IP: 192.168.1.200 | Source Port: 65511 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 73 | Volume: 687 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00009096 | Source IP: 97.36.189.146 | Destination IP: 172.16.0.10 | Source Port: 62223 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 84 | Volume: 123 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00009196 | Source IP: 148.17.181.193 | Destination IP: 172.16.0.10 | Source Port: 59934 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 92 | Volume: 940 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00009296 | Source IP: 179.243.32.202 | Destination IP: 172.16.0.10 | Source Port: 58384 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 126 | Volume: 538 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00009396 | Source IP: 145.126.96.161 | Destination IP: 192.168.1.200 | Source Port: 3718 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 169 | Volume: 171 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00009496 | Source IP: 213.127.96.238 | Destination IP: 192.168.1.200 | Source Port: 64592 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 38 | Volume: 118 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00009596 | Source IP: 123.139.57.72 | Destination IP: 172.16.0.10 | Source Port: 3281 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 223 | Volume: 544 | Spoofed: 0 | Attack Type: HTTP_Flood
2025-05-24 16:11:28,245 - Packets received in last second: 200
2025-05-24 16:11:28,252 - Batch processed 100 packets. CPU: 0.0%, RAM: 88.5%
Received Packet 00000003 | Source IP: 251.169.223.112 | Destination IP: 172.16.0.10 | Source Port: 5633 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 58 | Volume: 386 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00000008 | Source IP: 119.209.38.24 | Destination IP: 192.168.1.200 | Source Port: 23398 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 204 | Volume: 1414 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00000020 | Source IP: 182.213.133.204 | Destination IP: 172.16.0.10 | Source Port: 6489 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 199 | Volume: 1305 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00000047 | Source IP: 225.28.239.97 | Destination IP: 10.0.0.50 | Source Port: 15647 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 234 | Volume: 1047 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00000106 | Source IP: 86.95.214.171 | Destination IP: 192.168.1.200 | Source Port: 32533 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 106 | Volume: 125 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00000206 | Source IP: 216.198.185.164 | Destination IP: 192.168.1.200 | Source Port: 40714 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 175 | Volume: 732 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00000306 | Source IP: 245.132.138.146 | Destination IP: 10.0.0.50 | Source Port: 57820 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 236 | Volume: 779 | Spoofed: 0 | Attack Type: UDP_Flood
